file,question,answer
./data/hansung_data/hak_saK_information.txt,한성대학교의 학사경고는 어떤 경우에 부여되나요?,"학기 성적 평점평균이 1.75 미만인 경우나 휴학 없이 수강신청을 하지 않은 경우 학사경고가 부여됩니다. 또한, 연속 3회 또는 통산 5회의 학사경고를 받을 경우 제적됩니다."
./data/hansung_data/hak_saK_information.txt,한성대학교가 위치한 서울 지하철역의 역명은 무엇인가요?,"한성대학교가 위치한 지하철역의 역명은 ""한성대입구역""입니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 비교과 포인트 제도는 무엇인가요?,"비교과 포인트 제도는 교과영역 외의 비교과 활동 참여 시 포인트를 지급받는 제도로, 졸업 전까지 총 800포인트를 모아야 합니다. 한 학기에 최대 200포인트까지 채울 수 있으며, 초과 시 이월 가능합니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 주요 건축물 중 상상관이 준공된 연도는 언제인가요?,상상관은 2016년에 준공되었습니다.
./data/hansung_data/hubby.txt,"한성대학교의 전면 트랙제도와 다른 대학의 자유전공, 학부제도의 차이점은 무엇인가요?","한성대학교의 전면 트랙제도는 성적이나 인원제한, 계열 상관없이 제1트랙은 본인이 속한 학부에서 선택해야 하지만, 제2트랙은 문과, 이과, 예체능 상관없이 선택할 수 있다는 점이 다른 대학의 자유전공이나 학부제도와 차이점입니다. 또한 선택한 이후에도 원하는 경우 다시 트랙을 변경할 수 있습니다."
./data/hansung_data/hubby.txt,한성대학교의 크리에이티브인문예술대학에는 어떤 학부와 전공들이 있나요?,"한성대학교의 크리에이티브인문예술대학에는 크리에이티브인문학부와 예술학부가 있으며, 크리에이티브인문학부는 영미문화콘텐츠트랙, 영미언어정보트랙, 한국어교육트랙, 역사문화큐레이션트랙, 역사콘텐츠트랙, 지식정보문화트랙, 디지털인문정보학트랙 등의 전공이 포함되어 있고, 예술학부는 동양화전공, 서양화전공, 한국무용전공, 현대무용전공, 발레전공 등으로 구성되어 있습니다."
./data/hansung_data/hubby.txt,한성대학교의 디자인대학에는 어떤 전공이 있나요?,"한성대학교의 디자인대학에는 글로벌패션산업학부, ICT디자인학부, 뷰티디자인매니지먼트학과 등이 있으며, 각각 패션디자인트랙, 패션마케팅트랙, 패션크리에이티브디렉션트랙, 뉴미디어광고커뮤니케이션디자인트랙, 영상애니메이션디자인트랙, UX/UI디자인트랙, 브랜드패키지디자인트랙, 인테리어디자인트랙, VMD전시디자인트랙, 게임그래픽디자인트랙, 뷰티매니지먼트학과 등의 전공이 있습니다."
./data/hansung_data/hubby.txt,한성대학교의 동아리 가입 절차는 어떻게 되나요?,"한성대학교의 동아리에 가입을 희망하는 학생들은 1학기 동안 동아리 활동을 참관하며 동아리의 성격과 적합여부를 판단하고, 2학기 초에 가입할 수 있습니다. 신입생의 경우 1학기에 준회원으로 가입하고, 2학기에 정회원으로 가입할 수 있습니다."
./data/hansung_data/hubby.txt,한성대학교에는 몇 개의 학부와 단과대학이 있나요?,"한성대학교에는 크리에이티브인문예술대학, 미래융합사회과학대학, 디자인대학, IT공과대학, 창의융합대학, 미래플러스대학, 상상력교양대학 등 7개의 단과대학과 각 단과대학에 속한 여러 학부들이 있습니다."
./data/hansung_data/hubby.txt,한성대학교의 동아리연합회가 담당하는 주요 업무는 무엇인가요?,"한성대학교의 동아리연합회는 동아리 활동에 관한 제반 업무를 담당하며, 동아리 상호 간의 연대 활동을 도모하고 각 동아리의 권익과 발전을 위해 자율적이고 독자적인 활동을 합니다. 또한, 동아리 연합회장은 동아리 연합을 대표하여 총학생회의 운영위원으로 참여하고 있습니다."
./data/hansung_data/hubby.txt,한성대학교의 IT공과대학에는 어떤 학부와 전공이 있나요?,"한성대학교의 IT공과대학에는 컴퓨터공학부와 기계전자공학부, 산업시스템공학부가 있으며, 각각 모바일소프트웨어트랙, 빅데이터트랙, 디지털콘텐츠가상현실트랙, 웹공학트랙, 전자트랙, 시스템반도체트랙, 기계설계트랙, 기계자동화트랙, 산업공학트랙, 지능형제조시스템트랙, 스마트제조혁신컨설팅학과 등의 전공이 있습니다."
./data/hansung_data/hubby.txt,한성대학교의 창의융합대학에는 어떤 특별한 학부가 있나요?,"한성대학교의 창의융합대학에는 상상력인재학부가 있으며, 이 외에도 문학문화콘텐츠학과, AI응용학과, 융합보안학과, 미래모빌리티학과 등이 소속되어 있습니다."
./data/hansung_data/hubby.txt,한성대학교에서 동아리 활동을 하는 동안 참가할 수 있는 주요 행사는 무엇인가요?,"한성대학교의 동아리 활동 중 참가할 수 있는 주요 행사로는 2월에 새터 동아리 홍보 및 동아리 공연, 3월에 동아리한마당, 동아리 회장과 동연의 LT, 5월 대동제 댄스 페스티벌, 7월 농활, 지역연대활동, 10월 웅비제 가요제, 영화제, 체육대회 등이 있습니다."
./data/hansung_data/hak_saK_information.txt,트랙제도에 따르면 학생들이 몇 개의 트랙을 선택해야 하나요?,트랙제도에 따르면 학생들은 2개의 트랙을 선택해야 합니다.
./data/hansung_data/hak_saK_information.txt,한성대학교의 디자인대학에는 어떤 전공들이 있나요?,"한성대학교의 디자인대학에는 패션디자인트랙, 패션마케팅트랙, 뉴미디어광고커뮤니케이션디자인트랙, 영상애니메이션디자인트랙 등 다양한 전공들이 있습니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 IT공과대학에서는 어떤 트랙들이 제공되나요?,"한성대학교 IT공과대학에서는 모바일소프트웨어트랙, 빅데이터트랙, 디지털콘텐츠가상현실트랙, 전자트랙, 시스템반도체트랙, 기계설계트랙 등 다양한 트랙들이 제공됩니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 비교과 포인트 졸업 요건은 무엇인가요?,한성대학교는 졸업 전까지 총 800포인트의 비교과 포인트를 모아야 합니다.
./data/hansung_data/hak_saK_information.txt,한성대학교에서 재수강 시 취득할 수 있는 최대 성적은 무엇인가요?,한성대학교에서 재수강 시 취득할 수 있는 최대 성적은 A0입니다.
./data/hansung_data/hak_saK_information.txt,한성대학교의 창의융합대학에 속한 학과들은 무엇인가요?,"한성대학교의 창의융합대학에는 상상력인재학부, 문학문화콘텐츠학과, AI응용학과, 융합보안학과, 미래모빌리티학과 등이 있습니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 트랙제도와 다른 대학의 자유전공제도의 차이점은 무엇인가요?,"한성대학교의 트랙제도는 성적이나 인원제한 없이 자유롭게 트랙을 선택할 수 있으며, 선택한 트랙을 나중에 변경할 수 있다는 점이 다른 대학의 자유전공제도와의 차이점입니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 학사경고 기준은 무엇인가요?,한성대학교에서 학사경고는 학기 성적 평점평균이 1.75 미만인 경우나 휴학 없이 수강신청을 하지 않은 경우 부여됩니다.
./data/hansung_data/hak_saK_information.txt,한성대학교에서 융합전공 I을 이수할 경우 이수해야 할 전공 학점은 얼마인가요?,융합전공 I을 이수할 경우 제1트랙과 제2트랙 각각 39학점씩 총 78학점을 이수해야 합니다.
./data/hansung_data/history.txt,동아리 등록 절차는 어떻게 이루어지나요?,동아리연합회 소속 동아리는 매년 2학기 초에 학생지원팀의 사전 지도를 받아 기존 또는 신규 동아리로 등록을 해야 합니다.
./data/hansung_data/history.txt,한성대학교 동아리연합회의 역할은 무엇인가요?,"동아리연합회는 동아리 상호간의 연대활동을 도모하고, 각 동아리의 권익과 발전을 위해 자율적이고 독자적인 활동을 합니다. 동아리 연합회장은 총학생회의 운영위원으로 참여합니다."
./data/hansung_data/history.txt,한성대학교 중앙동아리에는 어떤 분과가 있나요?,"한성대학교 중앙동아리는 공연예술분과, 종교분과, 학술분과, 체육분과, 평면예술분과, 취미봉사분과 등 다양한 분과로 나눠져 있습니다."
./data/hansung_data/history.txt,한성대학교의 캠퍼스는 어디에 위치하고 있나요?,"한성대학교의 캠퍼스는 서울특별시 성북구 삼선교에 위치해 있으며, 인성관 504호에 동아리연합회 사무실이 있습니다."
./data/hansung_data/history.txt,한성대학교의 설립 배경은 무엇인가요?,"한성대학교의 설립 배경에는 1910년에 설립된 경성여자기예학교가 있으며, 이 학교는 일본인이 운영하다가 광복 후 1945년 김의형 박사가 시설을 인수하여 재단법인 한성학원을 설립한 것이 시초입니다."
./data/hansung_data/history.txt,한성대학교가 정식 종합대학교로 승격된 연도는 언제인가요?,한성대학교는 1993년 3월 1일에 정식 4년제 종합대학교로 승격되었습니다.
./data/hansung_data/history.txt,한성대학교의 주요 행사에는 어떤 것들이 있나요?,"한성대학교의 주요 행사로는 2월 새터, 3월 동아리한마당, 5월 대동제, 7월 농활, 10월 웅비제 가요제, 영화제 및 체육대회 등이 있습니다."
./data/hansung_data/history.txt,한성대학교 본고사 시행이 인지도 상승에 어떤 영향을 미쳤나요?,1994년 수능제도와 함께 시행된 본고사를 통해 한성대학교는 상위권 대학들과 함께 언론에 많이 나오며 인지도가 급상승했습니다. 이로 인해 설립 이래 최고의 경쟁률을 기록하고 명문대학으로 자리매김하게 되었습니다.
./data/hansung_data/history.txt,한성대학교의 학사제도 개편은 언제 이루어졌나요?,한성대학교는 2017년에 학사제도를 대개편하여 전공트랙제를 도입했습니다.
./data/hansung_data/hak_saK_information.txt,한성대학교에서는 어떤 종류의 전공 제도가 운영되고 있나요?,"한성대학교에서는 트랙제로 운영되고 있으며, 학생들은 1학년 때 전공과목을 자유롭게 수강하고 2학년 때 두 개의 전공을 선택합니다. 또한, 심화전공과 융합전공 등의 다양한 전공 이수 체계가 마련되어 있습니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 전과부 조건은 무엇인가요?,"일반전과부는 3~7학기 재학 중이며 징계처분을 받은 사실이 없는 학생이 지원할 수 있습니다. 교차전과부는 주간에서 야간, 혹은 야간에서 주간으로 변경 가능하며, 4, 5학기 재학생으로 징계처분을 받은 적이 없어야 합니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 비교과 포인트 제도는 무엇인가요?,"비교과 포인트 제도는 교과영역 외의 비교과 활동 참여 시 포인트가 지급되는 제도로, 졸업 전까지 총 800포인트를 모아야 합니다. 포인트는 교내 강연, 프로그램 참여 및 외부 활동 등을 통해 획득할 수 있습니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 휴학 종류와 절차는 무엇인가요?,"휴학은 일반휴학, 입대휴학, 모성보호휴학, 창업휴학으로 나뉩니다. 일반휴학은 종합정보시스템에서 신청하며 입대휴학은 입영일 20일 전부터 입대휴학원을 제출해야 합니다. 복학 시에는 방학 중 종합정보시스템에서 신청 가능합니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 학점 이수 요건은 어떻게 되나요?,"한성대학교에서는 전공 78학점, 교양 31학점, 기타 21학점으로 총 130학점을 이수해야 합니다. 부전공을 이수할 경우, 전공 99학점을 이수하여 총 151학점을 채워야 합니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 수강신청 방법은 무엇인가요?,"수강신청은 종합정보시스템 교무 수강신청 메뉴에서 할 수 있으며, 수강신청 장바구니 기능을 통해 미리 과목을 담아 둘 수 있습니다. 1학년 2학기부터 장바구니 기능을 이용할 수 있습니다."
./data/hansung_data/hak_saK_information.txt,한성대학교에서 운영하는 중앙동아리는 어떤 것이 있나요?,"한성대학교의 중앙동아리는 공연예술분과, 종교분과, 학술분과, 체육분과, 평면예술분과, 취미봉사분과로 나뉘어 있으며, 각각의 분과마다 다양한 동아리가 운영되고 있습니다. 예를 들어, 공연예술분과에는 메탈 동아리 왕산악, 연극 동아리 낙산극회 등이 있습니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 학사경고 기준은 무엇인가요?,학사경고는 학기 성적 평점평균이 1.75 미만인 경우나 휴학 없이 수강신청을 하지 않은 경우 부여됩니다. 연속 3회 혹은 통산 5회의 학사경고를 받은 경우 제적 처리됩니다.
./data/hansung_data/hak_saK_information.txt,한성대학교의 주요 행사에는 어떤 것들이 있나요?,"주요 행사로는 2월의 새터, 3월의 동아리한마당, 5월의 대동제, 7월의 농활, 10월의 웅비제 등이 있습니다. 이 행사들에는 동아리 홍보 및 공연, 댄스 페스티발, 영화제, 체육대회 등이 포함됩니다."
./data/hansung_data/student_information.txt,한성대학교의 체육분과에 속한 동아리에는 어떤 것이 있나요?,"한성대학교의 체육분과에는 HTM(테니스), TURTLES(야구), UP(농구), 피닉스(패러글라이딩), 버팔로(축구), 한검회(검도), 한얼(태권도) 등이 있습니다."
./data/hansung_data/student_information.txt,한성대학교의 학생증 발급 방법은 무엇인가요?,"한성대학교의 실물 학생증은 상상관 1층에 위치한 학생원스톱지원센터에서 발급받을 수 있습니다. 신규 발급은 무료이며, 재발급 시 수수료 2000원을 납부해야 합니다."
./data/hansung_data/student_information.txt,학술정보관에서 제공하는 서비스는 무엇인가요?,"한성대학교 학술정보관에서는 소장자료 조회 및 대출 예약, 열람실 좌석 예약, 여러 학술정보 사이트 무료 이용, 온라인 강의 무료 수강 등의 서비스를 제공합니다."
./data/hansung_data/student_information.txt,한성대학교의 모바일 어플리케이션에는 어떤 것이 있나요?,"한성대학교의 모바일 어플리케이션으로는 종합정보시스템, eclass, 스마트자기관리시스템, 학교 홈페이지, 학술정보관 홈페이지 등을 모아놓은 한성대 학생서비스 어플, 모바일 학생증 어플, 수업 출석체크 어플인 한성대학교 스마트출결 등이 있습니다."
./data/hansung_data/student_information.txt,한성대학교의 주요 축제는 무엇인가요?,"한성대학교의 주요 축제는 대동제로, 매년 봄 또는 가을에 진행됩니다. 낙산가요제, 영화제, 동아리 공연 등의 행사가 포함됩니다."
./data/hansung_data/student_information.txt,한성대학교의 학생식당에서 주로 판매하는 메뉴는 무엇인가요?,"한성대학교의 학생식당은 주로 분식류와 3000~5000원대의 다양한 메뉴를 판매합니다. 포장 가능한 메뉴도 있으며, 포장 시 500원이 추가됩니다."
./data/hansung_data/student_information.txt,한성대학교의 주요 건물 연결구간은 어디에 있나요?,"한성대학교의 주요 건물 연결구간으로는 미래관 지하1층과 우촌관 2층, 미래관 3층과 상상관 2층, 상상관 2층과 우촌관 5층, 상상관 2층과 연구관 1층 등이 있습니다."
./data/hansung_data/student_information.txt,한성대학교에서 축제를 대신하여 기부행사로 대체된 해는 언제였나요?,한성대학교에서는 2014년에 세월호 사고 추모를 위해 축제가 취소되고 기부행사로 대체되었습니다.
./data/hansung_data/student_information.txt,한성대학교의 체력단련실이 위치한 건물과 운영시간은 어떻게 되나요?,"한성대학교의 체력단련실은 낙산관 4층과 상상빌리지 지하2층에 위치해 있습니다. 낙산관 체력단련실은 학기 중 07:00~22:00, 방중 08:00~21:00까지 운영되며, 상상빌리지 체력단련실은 05:00~24:00까지 운영됩니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 크리에이티브인문예술대학에 속한 전공 트랙들을 나열해 주세요.,"한성대학교의 크리에이티브인문예술대학에 속한 전공 트랙은 다음과 같습니다: 영미문화콘텐츠트랙, 영미언어정보트랙, 한국어교육트랙, 역사문화큐레이션트랙, 역사콘텐츠트랙, 지식정보문화트랙, 디지털인문정보학트랙, 동양화전공, 서양화전공, 한국무용전공, 현대무용전공, 발레전공."
./data/hansung_data/hak_saK_information.txt,한성대학교의 사회과학부 내에서 제공되는 트랙 목록을 알려주세요.,"한성대학교의 사회과학부 내에서 제공되는 트랙은 국제무역트랙, 글로벌비즈니스트랙, 기업경제분석트랙, 경제금융투자트랙, 공공행정트랙, 법정책트랙, 부동산트랙, 스마트도시교통계획트랙, 기업경영트랙, 벤처경영트랙, 회계재무경영트랙입니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 IT공과대학에 속한 전공 트랙들을 설명해 주세요.,"한성대학교의 IT공과대학에는 다음과 같은 전공 트랙이 속해 있습니다: 모바일소프트웨어트랙, 빅데이터트랙, 디지털콘텐츠가상현실트랙, 웹공학트랙, 전자트랙, 시스템반도체트랙, 기계설계트랙, 기계자동화트랙, 산업공학트랙, 지능형제조시스템트랙, 스마트제조혁신컨설팅학과."
./data/hansung_data/hak_saK_information.txt,한성대학교의 교양필수 과목 중 영어커뮤니케이션 수업은 어떻게 진행되나요?,"한성대학교의 교양필수 과목 중 영어커뮤니케이션 수업은 입학 전 모의토익 시험을 통해 반을 상, 중, 하로 나누어 진행됩니다. 이 수업은 학생들의 영어 능력에 따라 맞춤형으로 강의가 이루어집니다."
./data/hansung_data/hak_saK_information.txt,"한성대학교에서 비교과 포인트 제도란 무엇이며, 졸업을 위해 얼마나 필요한가요?","한성대학교의 비교과 포인트 제도는 교과영역 외의 비교과 활동에 참여할 경우 포인트를 지급받는 제도입니다. 학생들은 졸업 전까지 총 800포인트를 모아야 하며, 이를 채우지 못하면 졸업이 아닌 수료 처리가 됩니다."
./data/hansung_data/hak_saK_information.txt,"한성대학교에서 재수강을 할 수 있는 과목의 기준은 무엇이며, 재수강 시 취득 가능한 최대 성적은 무엇인가요?",한성대학교에서 재수강을 할 수 있는 과목의 기준은 C 이하 성적을 받은 과목입니다. 재수강 시 취득 가능한 최대 성적은 A0입니다.
./data/hansung_data/hak_saK_information.txt,한성대학교의 휴학 종류와 그 절차에 대해 설명해 주세요.,"한성대학교에는 일반휴학, 입대휴학, 모성보호휴학, 창업휴학이 있습니다. 일반휴학은 개인 사정, 어학연수, 질병 등의 이유로 할 수 있으며, 종합정보시스템에서 신청합니다. 입대휴학은 군입대 30일 전부터 신청할 수 있으며, 입영통지서와 함께 학사운영팀에 제출합니다. 모성보호휴학은 임신, 출산, 육아로 인한 것이며, 창업휴학은 창업 또는 창업 준비로 인한 휴학입니다."
./data/hansung_data/hak_saK_information.txt,한성대학교에서 학사경고를 받을 경우 어떤 제재가 따르나요?,"한성대학교에서 학기 성적 평점평균이 1.75 미만일 경우 학사경고가 부여됩니다. 직전학기 학사경고자의 경우 수강신청이 최대 15학점으로 제한되며, 연속 3회 혹은 통산 5회의 학사경고를 받으면 제적됩니다. 또한, 학사경고로 제적 후 재입학한 학생이 다시 2회 학사경고를 받을 경우에도 제적됩니다."
./data/hansung_data/hak_saK_information.txt,"한성대학교에는 어떤 학점교류 프로그램이 있으며, 신청 자격은 어떻게 되나요?","한성대학교는 국내의 서울권 대학 및 일부 국립대학과 해외 대학들과 학점교류 프로그램을 운영 중입니다. 국내 대학 학점교류는 최대 6학점 이내로 가능하며, 신청자격은 1학년 이상 수료하고 평점평균 B(3.0)이상인 재학생입니다. 해외 대학 학점교류는 미국, 캐나다, 영국, 호주 등 여러 국가의 대학들과 교류가 있습니다."
./data/hansung_data/hubby.txt,한성대학교의 설립자는 누구인가요?,한성대학교의 설립자는 우촌 김의형입니다.
./data/hansung_data/hubby.txt,한성대학교의 상상관에서는 무엇을 운영하고 있나요?,한성대학교의 상상관 1층에서는 한성 아키비움이라는 역사관을 운영하고 있습니다.
./data/hansung_data/hubby.txt,한성학원이 처음 설립된 해는 언제인가요?,한성학원은 1945년에 설립되었습니다.
./data/hansung_data/hubby.txt,한성대학교가 종합대학교로 승격된 해는 언제인가요?,한성대학교는 1993년 3월 1일에 정규 4년제 종합대학교로 승격되었습니다.
./data/hansung_data/hubby.txt,1972년에 한성여자대학으로 처음 설립되었을 당시 몇 개 학과가 있었나요?,1972년에 한성여자대학으로 처음 설립되었을 당시 6개 학과가 있었습니다.
./data/hansung_data/hubby.txt,한성대학교의 캠퍼스 이전은 언제 이루어졌나요?,한성대학교의 캠퍼스 이전은 1986년에 이루어졌습니다.
./data/hansung_data/hubby.txt,한성대학교의 교명이 한성대학교로 변경된 해는 언제인가요?,한성대학교의 교명은 1993년에 변경되었습니다.
./data/hansung_data/hubby.txt,한성여자대학이 남녀공학으로 전환하여 한성대학으로 교명이 변경된 해는 언제인가요?,한성여자대학이 남녀공학으로 전환하여 한성대학으로 교명이 변경된 해는 1978년입니다.
./data/hansung_data/hubby.txt,한성대학교의 대학구조개혁평가에서 D등급을 받았던 해는 언제인가요?,한성대학교는 2015년 대학구조개혁평가에서 D등급을 받았습니다.
./data/hansung_data/hansung_sang.txt,한성대학교 동아리 연합회는 어떤 역할을 하나요?,한성대학교 동아리 연합회는 동아리 활동에 관한 여러 가지 업무를 담당하며 동아리 상호 간의 연대 활동을 도모하고 각 동아리의 권익과 발전을 위해 자율적이고 독자적인 활동을 합니다. 동아리 연합회장은 총학생회의 운영위원으로도 참여합니다.
./data/hansung_data/hansung_sang.txt,한성대학교 동아리 연합회의 위치와 연락처는 무엇인가요?,"한성대학교 동아리 연합회의 위치는 인성관 504호이며, 연락처는 760-4192입니다."
./data/hansung_data/hansung_sang.txt,한성대학교의 공연예술분과에 속한 동아리에는 어떤 것이 있나요?,"공연예술분과에는 왕산악(메탈), 민족예술연구회 탈패(풍물놀이), 한음(클래식 기타), 낙산극회(연극), TRIAX(흑인음악), NOD(댄스), brillante(관현악단), 4호선마이크(버스킹) 등이 있습니다."
./data/hansung_data/hansung_sang.txt,한성대학교에서 활동 중인 종교분과 동아리는 어떤 것이 있나요?,"종교분과 동아리에는 CCC(기독교), UBF(성경), 로사리오(천주교), JOY선교회(선교회), IVF(기독교) 등이 있습니다."
./data/hansung_data/hansung_sang.txt,한성대학교의 운동 관련 동아리에는 어떤 것이 있나요?,"체육분과 동아리에는 HTM(테니스), TURTLES(야구), UP(농구), 피닉스(패러글라이딩), 버팔로(축구), 한검회(검도), 한얼(태권도) 등이 있습니다."
./data/hansung_data/hansung_sang.txt,한성대학교의 학술분과 동아리에는 어떤 것이 있나요?,"학술분과 동아리에는 VISION(창업), 경제학연구회(경제), HLEP(영어회화), 셈들(토론), FLASH(투자), DCM(멀티미디어), ASPIRE(토론), TeamODD(게임개발) 등이 있습니다."
./data/hansung_data/hansung_sang.txt,한성대학교의 주요 행사는 무엇이 있나요?,"한성대학교의 주요 행사로는 2월 새터(동아리 홍보 및 공연), 3월 동아리한마당(동아리 홍보 및 공연), 5월 대동제(댄스 페스티벌), 7월 농활, 10월 웅비제(가요제, 영화제, 체육대회) 등이 있습니다."
./data/hansung_data/hansung_sang.txt,한성대학교의 상징물에는 어떤 것이 있나요?,"한성대학교의 상징물에는 거북, 삼학송, 교표, 이미지 마크 등이 있습니다. 예를 들어, 거북은 슬기롭고 발전을 추구하는 한성대학교의 상징이며, 삼학송은 홍익한, 윤집, 오달제 삼학사의 절개를 기리는 상징목입니다."
./data/hansung_data/hansung_sang.txt,한성대학교의 마스코트는 무엇인가요?,"한성대학교의 마스코트는 '상상부기'입니다. 이는 학교의 상징 동물인 거북이에서 모티브를 얻은 캐릭터로, 다양한 기념품과 굿즈로 만들어져 많은 사랑을 받고 있습니다."
./data/hansung_data/history.txt,"한성대학교는 언제 설립되었으며, 설립자는 누구인가요?**
   **","한성대학교는 1945년에 설립되었으며, 설립자는 우촌 김의형입니다.**

3. **"
./data/hansung_data/history.txt,"한성대학교의 캠퍼스는 왜 주택가 안쪽에 위치하게 되었나요?**
   **","한성대학교의 캠퍼스가 주택가 안쪽에 위치한 이유는 일제강점기에 설립된 경성여자기예학교의 부지와 시설을 그대로 사용하게 되었기 때문입니다. 이 학교는 현재 한성대학교의 전신이며, 광복 후 우촌 김의형이 인수하여 현재의 위치에 세워졌습니다.**

4. **"
./data/hansung_data/history.txt,"한성대학교는 어떤 학제변경을 거쳐 현재의 모습으로 발전했나요?**
   **","한성대학교는 1972년 한성여자대학으로 설립된 이후, 1978년 남녀공학으로 전환하면서 한성대학으로 교명을 변경했습니다. 1993년에는 정규 4년제 종합대학교로 승격하여 한성대학교가 되었으며, 다양한 단과대학과 전공을 신설하며 발전해왔습니다.**

5. **"
./data/hansung_data/history.txt,"한성대학교에서 운영하는 역사관은 어디에 위치하고 있나요?**
   **","한성대학교의 역사관인 '한성 아키비움'은 한성대학교 상상관 1층에 위치하고 있습니다.**

6. **"
./data/hansung_data/history.txt,"한성대학교의 첫 신입생 모집당시 정원은 몇 명이었나요?**
   **","한성대학교는 1973년 첫 신입생 모집당시에 6개 학과에 정원 150명을 모집했습니다.**

7. **"
./data/hansung_data/history.txt,"한성대학교가 종합대학교로 승격된 연도는 언제인가요?**
   **","한성대학교가 정규 4년제 종합대학교로 승격된 연도는 1993년입니다.**

8. **"
./data/hansung_data/history.txt,"한성대학교 한성대입구역로 역명이 변경된 계기는 무엇인가요?**
   **","한성대학교의 인지도 상승과 캠퍼스 확장을 위해, 서울 지하철 4호선 삼선교역의 역명이 한성대입구역으로 변경되었습니다.**

9. **"
./data/hansung_data/history.txt,"한성대학교는 언제부터 전면 트랙제도를 시행했나요?**
   **","한성대학교는 2017년부터 국내 최초로 전면 트랙제도를 시행하였습니다.**

10. **"
./data/hansung_data/history.txt,"한성대학교의 상상관은 언제 완공되었나요?**
    **",한성대학교의 상상관은 2016년에 완공되었습니다.**
./data/hansung_data/history.txt,한성대학교의 설립자는 누구인가요?,한성대학교의 설립자는 우촌 김의형입니다.
./data/hansung_data/history.txt,트랙제도는 무엇인가요?,"트랙제도는 1학년 때 여러 트랙전공을 경험한 후, 2학년 때 두 개의 트랙을 선택해 전공하는 제도입니다. 첫 번째 트랙은 본인이 속한 학부에서 선택해야 하지만, 두 번째 트랙은 계열 상관없이 자유롭게 선택할 수 있습니다."
./data/hansung_data/history.txt,한성대학교의 캠퍼스가 현재 위치하게 된 배경은 무엇인가요?,한성대학교 캠퍼스는 경성여자기예학교의 부지와 시설을 인수받으면서 자연스럽게 현재 위치에 자리하게 되었습니다. 이는 과거 여학생들에게 기예와 가정과목을 가르치던 학교로 1910년에 설립되었습니다.
./data/hansung_data/history.txt,한성대학교는 1994년도 대학입시에서 어떤 사건으로 인지도가 높아졌나요?,"1994년도 대학입시에서 한성대학교는 주요 대학들과 함께 본고사를 시행했습니다. 이로 인해 명문대학과 함께 언론에 많이 노출되었고, 인지도가 급상승했습니다."
./data/hansung_data/history.txt,한성대학교의 전면 트랙제도는 언제부터 시행되었나요?,한성대학교의 전면 트랙제도는 2017년부터 시행되었습니다.
./data/hansung_data/history.txt,한성대학교는 1972년 설립 당시 몇 개 학과와 몇 명의 신입생을 모집했나요?,"1972년 설립 당시, 한성여자대학은 국어국문학과, 영어영문학과, 비서학과, 가정학과, 의상학과, 생활미술학과 등 6개 학과에 150명의 신입생을 모집했습니다."
./data/hansung_data/history.txt,한성대학교는 D등급을 받은 이후 어떻게 재기했나요?,2015년 D등급을 받은 이후 많은 내부 반발과 노력 끝에 2016년 A등급을 받아 정부로부터 재정지원제한 완전해제 판정을 받으며 위기를 극복했습니다.
./data/hansung_data/history.txt,한성대학교 캠퍼스 이전은 언제 이루어졌나요?,한성대학교 캠퍼스 이전은 1986년에 이루어졌습니다.
./data/hansung_data/history.txt,한성대학교의 현재 학부와 단과대학 구성은 어떻게 되나요?,"한성대학교는 크리에이티브인문예술대학, 미래융합사회과학대학, 디자인대학, IT공과대학, 창의융합대학, 미래플러스대학, 상상력교양대학 등 7개 단과대학을 보유하고 있습니다."
./data/hansung_data/student_information.txt,한성대학교의 학점 이수 기준은 어떻게 되나요?,"한성대학교에서 졸업하기 위해서는 총 130학점을 이수해야 합니다. 이는 전공 78학점, 교양 31학점, 기타 21학점으로 구성되어 있습니다. 부전공을 이수할 경우 전공 학점이 99학점으로 늘어나며, 총 151학점을 이수해야 합니다."
./data/hansung_data/student_information.txt,한성대학교의 융합전공 I과 심화전공의 차이는 무엇인가요?,"융합전공 I은 제1전공과 제2전공을 각각 39학점씩 이수하여 총 78학점을 이수하는 것을 의미하며, 학위명도 트랙별로 각각 부여됩니다. 반면, 심화전공은 한 전공만 78학점을 이수하는 과정으로 타 전공을 이수하지 않습니다."
./data/hansung_data/student_information.txt,2024학번부터 교양이수체계가 어떻게 개편되었나요?,"2024학년도부터 교양이수체계는 교양필수 13학점, 선택필수교양 15학점, 일반교양 3학점으로, 최소 31학점 이상을 이수해야 합니다."
